Date,Exercise,Type,Exercise Calories,Exercise Minutes,Sets,Reps Per Set,Pounds,Steps,Note
2018-08-13,"Running (jogging), in place",Cardio,691.0,82,,,,,
2018-08-14,Fitbit calorie adjustment,Cardio,-868.0,1,,,,,
2018-08-14,"Running (jogging), 5.2 mph (11.5 min mile)",Cardio,600.0,52,,,,,
2018-08-15,"Bicycling, 14-16 mph, vigorous (cycling, biking, bike riding)",Cardio,620.0,66,,,,,
2018-08-15,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,707.0,51,,,,,
2018-08-15,Fitbit calorie adjustment,Cardio,-785.0,1,,,,,
2018-08-16,Fitbit calorie adjustment,Cardio,-677.0,1,,,,,
2018-08-16,"Running (jogging), 8 mph (7.5 min mile)",Cardio,635.0,45,,,,,
2018-08-17,Fitbit calorie adjustment,Cardio,-313.0,1,,,,,
2018-08-17,"Running (jogging), 8.6 mph (7 min mile)",Cardio,625.0,39,,,,,
2018-08-18,Fitbit calorie adjustment,Cardio,-344.0,1,,,,,
2018-08-18,"Running (jogging), 10.9 mph (5.5 min mile)",Cardio,1.0,1,,,,,
2018-08-18,"Running (jogging), in place",Cardio,518.0,87,,,,,
2018-08-19,"Bicycling, 14-16 mph, vigorous (cycling, biking, bike riding)",Cardio,3442.0,247,,,,,
2018-08-19,Fitbit calorie adjustment,Cardio,-623.0,1,,,,,
2018-08-20,Fitbit calorie adjustment,Cardio,-670.0,1,,,,,
2018-08-20,"Running (jogging), 8 mph (7.5 min mile)",Cardio,588.0,41,,,,,
2018-08-21,"Aerobics, general",Cardio,579.0,61,,,,,
2018-08-21,Fitbit calorie adjustment,Cardio,-652.0,1,,,,,
2018-08-21,"Running (jogging), 8 mph (7.5 min mile)",Cardio,760.0,53,,,,,
2018-08-22,Fitbit calorie adjustment,Cardio,-494.0,1,,,,,
2018-08-22,"Running (jogging), 8 mph (7.5 min mile)",Cardio,586.0,42,,,,,
2018-08-23,Fitbit calorie adjustment,Cardio,-609.0,1,,,,,
2018-08-23,"Running (jogging), 8.6 mph (7 min mile)",Cardio,761.0,49,,,,,
2018-08-24,"Aerobics, general",Cardio,403.0,43,,,,,
2018-08-24,Fitbit calorie adjustment,Cardio,-464.0,1,,,,,
2018-08-25,"Aerobics, general",Cardio,1100.0,90,,,,,
2018-08-25,Fitbit calorie adjustment,Cardio,-8.0,1,,,,,
2018-08-26,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,4222.0,299,,,,,
2018-08-26,Fitbit calorie adjustment,Cardio,-1143.0,1,,,,,
2018-08-27,Fitbit calorie adjustment,Cardio,-328.0,1,,,,,
2018-08-28,"Aerobics, general",Cardio,300.0,33,,,,,
2018-08-28,Fitbit calorie adjustment,Cardio,-567.0,1,,,,,
2018-08-28,"Running (jogging), 5.2 mph (11.5 min mile)",Cardio,800.0,62,,,,,
2018-08-29,Fitbit calorie adjustment,Cardio,-478.0,1,,,,,
2018-08-29,"Running (jogging), in place",Cardio,500.0,38,,,,,
2018-08-30,"Aerobics, general",Cardio,676.0,60,,,,,
2018-08-30,Fitbit calorie adjustment,Cardio,-194.0,1,,,,,
2018-08-31,Fitbit calorie adjustment,Cardio,-734.0,1,,,,,
2018-08-31,"Running (jogging), in place",Cardio,1083.0,211,,,,,
2018-09-01,Fitbit calorie adjustment,Cardio,-492.0,1,,,,,
2018-09-02,"Aerobics, general",Cardio,850.0,73,,,,,
2018-09-02,Fitbit calorie adjustment,Cardio,-413.0,1,,,,,
2018-09-03,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,4000.0,317,,,,,
2018-09-03,Fitbit calorie adjustment,Cardio,-1194.0,1,,,,,
2018-09-04,Fitbit calorie adjustment,Cardio,-529.0,1,,,,,
2018-09-04,"Running (jogging), 6.7 mph (9 min mile)",Cardio,637.0,52,,,,,
2018-09-05,"Aerobics, general",Cardio,550.0,43,,,,,
2018-09-05,Fitbit calorie adjustment,Cardio,-633.0,1,,,,,
2018-09-06,"Aerobics, general",Cardio,681.0,49,,,,,
2018-09-06,Fitbit calorie adjustment,Cardio,-624.0,1,,,,,
2018-09-06,"Running (jogging), 6.7 mph (9 min mile)",Cardio,255.0,24,,,,,
2018-09-07,"Aerobics, general",Cardio,357.0,33,,,,,
2018-09-07,Fitbit calorie adjustment,Cardio,-329.0,1,,,,,
2018-09-08,"Aerobics, general",Cardio,891.0,77,,,,,
2018-09-08,Fitbit calorie adjustment,Cardio,-404.0,1,,,,,
2018-09-09,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,3100.0,249,,,,,
2018-09-09,Fitbit calorie adjustment,Cardio,-779.0,1,,,,,
2018-09-10,"Aerobics, general",Cardio,520.0,47,,,,,
2018-09-10,Fitbit calorie adjustment,Cardio,-631.0,1,,,,,
2018-09-11,Fitbit calorie adjustment,Cardio,-380.0,1,,,,,
2018-09-11,"Running (jogging), 7.5 mph (8 min mile)",Cardio,800.0,60,,,,,
2018-09-12,"Aerobics, general",Cardio,321.0,30,,,,,
2018-09-12,Fitbit calorie adjustment,Cardio,-664.0,1,,,,,
2018-09-13,Fitbit calorie adjustment,Cardio,-698.0,1,,,,,
2018-09-13,"Running (jogging), 5.2 mph (11.5 min mile)",Cardio,750.0,75,,,,,
2018-09-14,Fitbit calorie adjustment,Cardio,-474.0,1,,,,,
2018-09-14,"Running (jogging), in place",Cardio,265.0,20,,,,,
2018-09-15,"Bicycling, 14-16 mph, vigorous (cycling, biking, bike riding)",Cardio,5600.0,471,,,,,
2018-09-15,Fitbit calorie adjustment,Cardio,-1373.0,1,,,,,
2018-09-16,Fitbit calorie adjustment,Cardio,-419.0,1,,,,,
2018-09-16,"Walking, 3.5 mph, brisk pace",Cardio,1172.0,213,,,,,
2018-09-17,Fitbit calorie adjustment,Cardio,-560.0,1,,,,,
2018-09-18,"Aerobics, general",Cardio,534.0,49,,,,,
2018-09-18,"Aerobics, general",Cardio,210.0,21,,,,,
2018-09-18,Fitbit calorie adjustment,Cardio,-605.0,1,,,,,
2018-09-19,Fitbit calorie adjustment,Cardio,-483.0,1,,,,,
2018-09-19,"Running (jogging), 7.5 mph (8 min mile)",Cardio,620.0,43,,,,,
2018-09-20,Fitbit calorie adjustment,Cardio,-832.0,1,,,,,
2018-09-20,"Running (jogging), 6.7 mph (9 min mile)",Cardio,466.0,31,,,,,
2018-09-20,"Running (jogging), 8 mph (7.5 min mile)",Cardio,870.0,62,,,,,
2018-09-21,"Aerobics, general",Cardio,823.0,61,,,,,
2018-09-21,Fitbit calorie adjustment,Cardio,106.0,1,,,,,
2018-09-22,Fitbit calorie adjustment,Cardio,108.0,1,,,,,
2018-09-23,"Bicycling, 14-16 mph, vigorous (cycling, biking, bike riding)",Cardio,4250.0,365,,,,,
2018-09-23,Fitbit calorie adjustment,Cardio,-800.0,1,,,,,
2018-09-24,Fitbit calorie adjustment,Cardio,-75.0,1,,,,,
2018-09-25,"Aerobics, general",Cardio,600.0,45,,,,,
2018-09-25,Fitbit calorie adjustment,Cardio,-454.0,1,,,,,
2018-09-26,"Bicycling, 10-12 mph, light (cycling, biking, bike riding)",Cardio,93.0,13,,,,,
2018-09-26,Fitbit calorie adjustment,Cardio,-548.0,1,,,,,
2018-09-26,"Running (jogging), 8.6 mph (7 min mile)",Cardio,872.0,64,,,,,
2018-09-27,Fitbit calorie adjustment,Cardio,-653.0,1,,,,,
2018-09-27,"Running (jogging), 6.7 mph (9 min mile)",Cardio,832.0,62,,,,,
2018-09-28,Fitbit calorie adjustment,Cardio,-276.0,1,,,,,
2018-09-29,"Aerobics, general",Cardio,1070.0,99,,,,,
2018-09-29,Fitbit calorie adjustment,Cardio,-122.0,1,,,,,
2018-09-30,"Aerobics, general",Cardio,992.0,128,,,,,
2018-09-30,"Aerobics, general",Cardio,1000.0,129,,,,,
2018-09-30,"Aerobics, general",Cardio,1007.0,130,,,,,
2018-09-30,"Aerobics, general",Cardio,1015.0,131,,,,,
2018-09-30,"Bicycling, 14-16 mph, vigorous (cycling, biking, bike riding)",Cardio,4924.0,417,,,,,
2018-09-30,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,3895.0,280,,,,,
2018-09-30,"Bicycling, >20 mph, racing (cycling, biking, bike riding)",Cardio,2096.0,132,,,,,
2018-09-30,"Bicycling, >20 mph, racing (cycling, biking, bike riding)",Cardio,1940.0,132,,,,,
2018-09-30,Fitbit calorie adjustment,Cardio,-9099.0,1,,,,,
2018-10-01,Fitbit calorie adjustment,Cardio,-587.0,1,,,,,
2018-10-02,Fitbit calorie adjustment,Cardio,-574.0,1,,,,,
2018-10-02,"Running (jogging), in place",Cardio,825.0,87,,,,,
2018-10-03,Fitbit calorie adjustment,Cardio,-765.0,1,,,,,
2018-10-03,"Running (jogging), 8 mph (7.5 min mile)",Cardio,1150.0,83,,,,,
2018-10-04,Fitbit calorie adjustment,Cardio,-450.0,1,,,,,
2018-10-04,"Running (jogging), 8.6 mph (7 min mile)",Cardio,950.0,64,,,,,
2018-10-05,Fitbit calorie adjustment,Cardio,-43.0,1,,,,,
2018-10-06,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,2950.0,221,,,,,
2018-10-06,Fitbit calorie adjustment,Cardio,-460.0,1,,,,,
2018-10-07,"Aerobics, general",Cardio,900.0,77,,,,,
2018-10-07,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,705.0,71,,,,,
2018-10-07,Fitbit calorie adjustment,Cardio,-818.0,1,,,,,
2018-10-08,Fitbit calorie adjustment,Cardio,-578.0,1,,,,,
2018-10-09,Fitbit calorie adjustment,Cardio,-453.0,1,,,,,
2018-10-09,"Running (jogging), 6.7 mph (9 min mile)",Cardio,646.0,53,,,,,
2018-10-10,"Aerobics, general",Cardio,600.0,54,,,,,
2018-10-10,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,281.0,25,,,,,
2018-10-10,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,269.0,22,,,,,
2018-10-10,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,151.0,13,,,,,
2018-10-10,Fitbit calorie adjustment,Cardio,-957.0,1,,,,,
2018-10-11,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,694.0,60,,,,,
2018-10-11,Fitbit calorie adjustment,Cardio,-619.0,1,,,,,
2018-10-12,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,763.0,60,,,,,
2018-10-12,Fitbit calorie adjustment,Cardio,16.0,1,,,,,
2018-10-13,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,2400.0,192,,,,,
2018-10-13,Fitbit calorie adjustment,Cardio,-482.0,1,,,,,
2018-10-13,"Running (jogging), 8 mph (7.5 min mile)",Cardio,498.0,38,,,,,
2018-10-13,"Running (jogging), 8 mph (7.5 min mile)",Cardio,267.0,18,,,,,
2018-10-14,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,1172.0,90,,,,,
2018-10-14,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,335.0,31,,,,,
2018-10-14,Fitbit calorie adjustment,Cardio,-1013.0,1,,,,,
2018-10-15,"Aerobics, general",Cardio,1100.0,111,,,,,
2018-10-15,Fitbit calorie adjustment,Cardio,-785.0,1,,,,,
2018-10-15,"Running (jogging), 7.5 mph (8 min mile)",Cardio,468.0,35,,,,,
2018-10-16,Fitbit calorie adjustment,Cardio,-419.0,1,,,,,
2018-10-17,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,659.0,60,,,,,
2018-10-17,Fitbit calorie adjustment,Cardio,-632.0,1,,,,,
2018-10-18,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,769.0,60,,,,,
2018-10-18,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,152.0,14,,,,,
2018-10-18,Fitbit calorie adjustment,Cardio,-423.0,1,,,,,
2018-10-19,Fitbit calorie adjustment,Cardio,-175.0,1,,,,,
2018-10-20,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,2400.0,177,,,,,
2018-10-20,Fitbit calorie adjustment,Cardio,-884.0,1,,,,,
2018-10-21,"Aerobics, general",Cardio,700.0,76,,,,,
2018-10-21,Fitbit calorie adjustment,Cardio,-890.0,1,,,,,
2018-10-21,"Running (jogging), 8 mph (7.5 min mile)",Cardio,1600.0,107,,,,,
2018-10-22,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,732.0,60,,,,,
2018-10-22,Fitbit calorie adjustment,Cardio,-509.0,1,,,,,
2018-10-23,Fitbit calorie adjustment,Cardio,-407.0,1,,,,,
2018-10-24,Fitbit calorie adjustment,Cardio,-342.0,1,,,,,
2018-10-25,Fitbit calorie adjustment,Cardio,-1040.0,1,,,,,
2018-10-26,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,784.0,60,,,,,
2018-10-26,Fitbit calorie adjustment,Cardio,-641.0,1,,,,,
2018-10-26,"Running (jogging), 8 mph (7.5 min mile)",Cardio,793.0,65,,,,,
2018-10-27,Fitbit calorie adjustment,Cardio,-379.0,1,,,,,
2018-10-28,Fitbit calorie adjustment,Cardio,-362.0,1,,,,,
2018-10-29,Fitbit calorie adjustment,Cardio,-296.0,1,,,,,
2018-10-30,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,791.0,60,,,,,
2018-10-30,Fitbit calorie adjustment,Cardio,-536.0,1,,,,,
2018-10-31,"Aerobics, general",Cardio,948.0,98,,,,,
2018-10-31,Fitbit calorie adjustment,Cardio,-290.0,1,,,,,
2018-11-01,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,794.0,60,,,,,
2018-11-01,Fitbit calorie adjustment,Cardio,-392.0,1,,,,,
2018-11-02,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,1469.0,96,,,,,
2018-11-02,Fitbit calorie adjustment,Cardio,-739.0,1,,,,,
2018-11-03,"Aerobics, general",Cardio,1361.0,136,,,,,
2018-11-03,Fitbit calorie adjustment,Cardio,-477.0,1,,,,,
2018-11-04,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,3250.0,248,,,,,
2018-11-04,Fitbit calorie adjustment,Cardio,-1110.0,1,,,,,
2018-11-05,Fitbit calorie adjustment,Cardio,-518.0,1,,,,,
2018-11-06,"Aerobics, general",Cardio,682.0,72,,,,,
2018-11-06,Fitbit calorie adjustment,Cardio,-795.0,1,,,,,
2018-11-07,Fitbit calorie adjustment,Cardio,-457.0,1,,,,,
2018-11-07,"Running (jogging), 8 mph (7.5 min mile)",Cardio,550.0,42,,,,,
2018-11-08,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,965.0,76,,,,,
2018-11-08,Fitbit calorie adjustment,Cardio,-719.0,1,,,,,
2018-11-08,"Running (jogging), 7.5 mph (8 min mile)",Cardio,760.0,62,,,,,
2018-11-09,"Aerobics, general",Cardio,735.0,76,,,,,
2018-11-09,Fitbit calorie adjustment,Cardio,-632.0,1,,,,,
2018-11-10,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,3000.0,238,,,,,
2018-11-10,Fitbit calorie adjustment,Cardio,-671.0,1,,,,,
2018-11-11,"Aerobics, general",Cardio,1700.0,166,,,,,
2018-11-11,Fitbit calorie adjustment,Cardio,-943.0,1,,,,,
2018-11-12,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,804.0,60,,,,,
2018-11-12,Fitbit calorie adjustment,Cardio,-627.0,1,,,,,
2018-11-13,Fitbit calorie adjustment,Cardio,-635.0,1,,,,,
2018-11-14,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,796.0,60,,,,,
2018-11-14,Fitbit calorie adjustment,Cardio,-411.0,1,,,,,
2018-11-15,Fitbit calorie adjustment,Cardio,-196.0,1,,,,,
2018-11-16,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,2500.0,195,,,,,
2018-11-16,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,715.0,47,,,,,
2018-11-16,Fitbit calorie adjustment,Cardio,-839.0,1,,,,,
2018-11-17,"Aerobics, general",Cardio,1700.0,170,,,,,
2018-11-17,Fitbit calorie adjustment,Cardio,-1103.0,1,,,,,
2018-11-18,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,2517.0,179,,,,,
2018-11-18,Fitbit calorie adjustment,Cardio,-796.0,1,,,,,
2018-11-19,"Aerobics, general",Cardio,692.0,69,,,,,
2018-11-19,Fitbit calorie adjustment,Cardio,-655.0,1,,,,,
2018-11-19,"Running (jogging), 8 mph (7.5 min mile)",Cardio,772.0,65,,,,,
2018-11-20,Fitbit calorie adjustment,Cardio,-787.0,1,,,,,
2018-11-21,"Aerobics, general",Cardio,950.0,90,,,,,
2018-11-21,Fitbit calorie adjustment,Cardio,-733.0,1,,,,,
2018-11-22,Fitbit calorie adjustment,Cardio,-541.0,1,,,,,
2018-11-23,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,3150.0,254,,,,,
2018-11-23,Fitbit calorie adjustment,Cardio,-1074.0,1,,,,,
2018-11-24,"Aerobics, general",Cardio,1550.0,136,,,,,
2018-11-24,Fitbit calorie adjustment,Cardio,-802.0,1,,,,,
2018-11-25,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,1576.0,120,,,,,
2018-11-25,Fitbit calorie adjustment,Cardio,-711.0,1,,,,,
2018-11-26,Fitbit calorie adjustment,Cardio,-462.0,1,,,,,
2018-11-27,Fitbit calorie adjustment,Cardio,-622.0,1,,,,,
2018-11-27,"Running (jogging), 8 mph (7.5 min mile)",Cardio,928.0,66,,,,,
2018-11-28,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,755.0,50,,,,,
2018-11-28,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,743.0,48,,,,,
2018-11-28,Fitbit calorie adjustment,Cardio,-621.0,1,,,,,
2018-11-29,"Aerobics, general",Cardio,720.0,62,,,,,
2018-11-29,Fitbit calorie adjustment,Cardio,-678.0,1,,,,,
2018-11-29,"Running (jogging), 8 mph (7.5 min mile)",Cardio,884.0,66,,,,,
2018-11-30,Fitbit calorie adjustment,Cardio,-310.0,1,,,,,
2018-12-01,"Aerobics, general",Cardio,1800.0,173,,,,,
2018-12-01,Fitbit calorie adjustment,Cardio,-714.0,1,,,,,
2018-12-02,"Aerobics, general",Cardio,187.0,18,,,,,
2018-12-02,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,248.0,21,,,,,
2018-12-02,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,359.0,32,,,,,
2018-12-02,Fitbit calorie adjustment,Cardio,-826.0,1,,,,,
2018-12-02,"Running (jogging), 7 mph (8.5 min mile)",Cardio,276.0,23,,,,,
2018-12-03,Fitbit calorie adjustment,Cardio,-499.0,1,,,,,
2018-12-04,"Bicycling, >20 mph, racing (cycling, biking, bike riding)",Cardio,838.0,65,,,,,
2018-12-04,Fitbit calorie adjustment,Cardio,-391.0,1,,,,,
2018-12-05,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,849.0,61,,,,,
2018-12-05,Fitbit calorie adjustment,Cardio,-614.0,1,,,,,
2018-12-06,Fitbit calorie adjustment,Cardio,-455.0,1,,,,,
2018-12-07,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,806.0,65,,,,,
2018-12-07,Fitbit calorie adjustment,Cardio,-525.0,1,,,,,
2018-12-08,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,1219.0,90,,,,,
2018-12-08,Fitbit calorie adjustment,Cardio,-284.0,1,,,,,
2018-12-09,Fitbit calorie adjustment,Cardio,-524.0,1,,,,,
2018-12-09,"Running (jogging), 7 mph (8.5 min mile)",Cardio,850.0,75,,,,,
2018-12-10,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,860.0,61,,,,,
2018-12-10,Fitbit calorie adjustment,Cardio,-716.0,1,,,,,
2018-12-11,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,854.0,65,,,,,
2018-12-11,Fitbit calorie adjustment,Cardio,-535.0,1,,,,,
2018-12-12,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,875.0,65,,,,,
2018-12-12,Fitbit calorie adjustment,Cardio,-423.0,1,,,,,
2018-12-13,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,729.0,62,,,,,
2018-12-13,Fitbit calorie adjustment,Cardio,-593.0,1,,,,,
2018-12-14,Fitbit calorie adjustment,Cardio,-546.0,1,,,,,
2018-12-15,"Bicycling, 14-16 mph, vigorous (cycling, biking, bike riding)",Cardio,3800.0,308,,,,,
2018-12-15,Fitbit calorie adjustment,Cardio,-1154.0,1,,,,,
2018-12-16,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,3200.0,255,,,,,
2018-12-16,Fitbit calorie adjustment,Cardio,-1189.0,1,,,,,
2018-12-17,Fitbit calorie adjustment,Cardio,-344.0,1,,,,,
2018-12-18,"Bicycling, >20 mph, racing (cycling, biking, bike riding)",Cardio,734.0,61,,,,,
2018-12-18,Fitbit calorie adjustment,Cardio,-653.0,1,,,,,
2018-12-19,"Aerobics, general",Cardio,800.0,82,,,,,
2018-12-19,Fitbit calorie adjustment,Cardio,-541.0,1,,,,,
2018-12-20,Fitbit calorie adjustment,Cardio,-474.0,1,,,,,
2018-12-21,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,3800.0,302,,,,,
2018-12-21,Fitbit calorie adjustment,Cardio,-1031.0,1,,,,,
2018-12-22,"Aerobics, general",Cardio,690.0,83,,,,,
2018-12-22,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,1115.0,90,,,,,
2018-12-22,Fitbit calorie adjustment,Cardio,-713.0,1,,,,,
2018-12-23,Fitbit calorie adjustment,Cardio,-431.0,1,,,,,
2018-12-24,"Aerobics, general",Cardio,450.0,46,,,,,
2018-12-24,Fitbit calorie adjustment,Cardio,-622.0,1,,,,,
2018-12-25,Fitbit calorie adjustment,Cardio,-492.0,1,,,,,
2018-12-25,"Running (jogging), 7.5 mph (8 min mile)",Cardio,800.0,70,,,,,
2018-12-26,"Aerobics, general",Cardio,800.0,83,,,,,
2018-12-26,Fitbit calorie adjustment,Cardio,-930.0,1,,,,,
2018-12-27,Fitbit calorie adjustment,Cardio,-65.0,1,,,,,
2018-12-28,Fitbit calorie adjustment,Cardio,-453.0,1,,,,,
2018-12-28,"Running (jogging), 6.7 mph (9 min mile)",Cardio,700.0,54,,,,,
2018-12-29,Fitbit calorie adjustment,Cardio,-356.0,1,,,,,
2018-12-30,Fitbit calorie adjustment,Cardio,-949.0,1,,,,,
2018-12-30,"Running (jogging), 7.5 mph (8 min mile)",Cardio,867.0,83,,,,,
2018-12-31,Fitbit calorie adjustment,Cardio,69.0,1,,,,,
2019-01-01,Fitbit calorie adjustment,Cardio,-418.0,1,,,,,
2019-01-02,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,1176.0,90,,,,,
2019-01-02,Fitbit calorie adjustment,Cardio,-772.0,1,,,,,
2019-01-03,"Aerobics, general",Cardio,1050.0,96,,,,,
2019-01-03,Fitbit calorie adjustment,Cardio,-419.0,1,,,,,
2019-01-04,"Aerobics, general",Cardio,1000.0,84,,,,,
2019-01-04,Fitbit calorie adjustment,Cardio,-542.0,1,,,,,
2019-01-05,Fitbit calorie adjustment,Cardio,-537.0,1,,,,,
2019-01-06,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,3650.0,306,,,,,
2019-01-06,Fitbit calorie adjustment,Cardio,-1098.0,1,,,,,
2019-01-07,Fitbit calorie adjustment,Cardio,-500.0,1,,,,,
2019-01-08,Fitbit calorie adjustment,Cardio,-474.0,1,,,,,
2019-01-09,"Bicycling, >20 mph, racing (cycling, biking, bike riding)",Cardio,836.0,61,,,,,
2019-01-09,Fitbit calorie adjustment,Cardio,-466.0,1,,,,,
2019-01-10,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,876.0,65,,,,,
2019-01-10,Fitbit calorie adjustment,Cardio,-582.0,1,,,,,
2019-01-11,"Aerobics, general",Cardio,660.0,64,,,,,
2019-01-11,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,773.0,61,,,,,
2019-01-11,Fitbit calorie adjustment,Cardio,-550.0,1,,,,,
2019-01-12,Fitbit calorie adjustment,Cardio,-472.0,1,,,,,
2019-01-13,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,1356.0,105,,,,,
2019-01-13,Fitbit calorie adjustment,Cardio,-291.0,1,,,,,
2019-01-14,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,916.0,75,,,,,
2019-01-14,Fitbit calorie adjustment,Cardio,-553.0,1,,,,,
2019-01-15,Fitbit calorie adjustment,Cardio,-431.0,1,,,,,
2019-01-16,"Bicycling, >20 mph, racing (cycling, biking, bike riding)",Cardio,857.0,61,,,,,
2019-01-16,Fitbit calorie adjustment,Cardio,-465.0,1,,,,,
2019-01-17,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,989.0,70,,,,,
2019-01-17,Fitbit calorie adjustment,Cardio,-504.0,1,,,,,
2019-01-18,"Aerobics, general",Cardio,347.0,40,,,,,
2019-01-18,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,920.0,71,,,,,
2019-01-18,Fitbit calorie adjustment,Cardio,-626.0,1,,,,,
2019-01-19,"Bicycling, >20 mph, racing (cycling, biking, bike riding)",Cardio,1081.0,90,,,,,
2019-01-19,Fitbit calorie adjustment,Cardio,-708.0,1,,,,,
2019-01-20,"Aerobics, general",Cardio,278.0,24,,,,,
2019-01-20,Fitbit calorie adjustment,Cardio,-791.0,1,,,,,
2019-01-20,"Running (jogging), 8 mph (7.5 min mile)",Cardio,626.0,47,,,,,
2019-01-21,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,1349.0,100,,,,,
2019-01-21,Fitbit calorie adjustment,Cardio,-833.0,1,,,,,
2019-01-22,Fitbit calorie adjustment,Cardio,-467.0,1,,,,,
2019-01-23,Fitbit calorie adjustment,Cardio,-286.0,1,,,,,
2019-01-24,"Bicycling, >20 mph, racing (cycling, biking, bike riding)",Cardio,850.0,65,,,,,
2019-01-24,Fitbit calorie adjustment,Cardio,-613.0,1,,,,,
2019-01-25,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,900.0,70,,,,,
